No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
21,Colors,Use semantic color naming in config,Name colors by purpose not visual appearance,Use colors like primary secondary danger success,Use colors like blue-500 red-400 directly,"<button class=""bg-primary"">","<button class=""bg-blue-500"">",high,https://tailwindcss.com/docs/customizing-colors
22,Colors,Apply opacity modifiers for color variations,Use the color/opacity syntax for transparent colors,Use bg-black/50 for overlays,Create separate color variables for each opacity,"<div class=""bg-black/50"">","<div class=""bg-black-50"">",medium,https://tailwindcss.com/docs/background-color#changing-the-opacity
23,Colors,Use ring utilities for focus states,Ring creates accessible focus indicators,Use ring-2 ring-blue-500 for focus states,Use outline or box-shadow for focus,"<button class=""focus:ring-2 ring-blue-500"">","<button class=""focus:outline-blue"">",high,https://tailwindcss.com/docs/ring-width
24,Colors,Ensure sufficient color contrast,Meet WCAG AA contrast requirements (4.5:1 for text),Test color combinations for accessibility,Use light gray text on white backgrounds,"<p class=""text-gray-700 bg-white"">","<p class=""text-gray-400 bg-white"">",critical,https://tailwindcss.com/docs/customizing-colors
25,Spacing,Use the spacing scale consistently,Tailwind uses a 4px base (1=4px 2=8px 4=16px),Use p-4 m-2 gap-6 from the scale,Use arbitrary values like p-[13px],"<div class=""p-4 m-2"">","<div class=""p-[13px]"">",medium,https://tailwindcss.com/docs/customizing-spacing
26,Spacing,Apply consistent spacing tokens,Use the same spacing for similar contexts,Use p-4 for all card padding consistently,Mix p-3 p-4 p-5 on similar components,"<div class=""p-4""> <!-- all cards -->","<div class=""p-3""> <div class=""p-5"">",medium,https://tailwindcss.com/docs/padding
27,Spacing,Use space utilities for stacked elements,Space-y and space-x add margin between children,Use space-y-4 for vertical stacks,Add margin-top to each child manually,"<div class=""space-y-4"">","<div><div class=""mt-4"">",medium,https://tailwindcss.com/docs/space
28,Spacing,Prefer padding over margin for components,Padding keeps spacing internal to components,Use padding for button and card internal spacing,Use margin for component internal spacing,"<button class=""px-4 py-2"">","<button><span class=""mx-4 my-2"">",low,https://tailwindcss.com/docs/padding
29,Forms,Use form-input plugin for consistent styling,The forms plugin provides better base form styles,Install @tailwindcss/forms for form resets,Style each input from scratch,"<input class=""form-input rounded"">","<input class=""border px-3 py-2"">",medium,https://github.com/tailwindlabs/tailwindcss-forms
30,Forms,Apply focus-visible for keyboard focus,Show focus rings only for keyboard navigation,Use focus-visible:ring-2 for inputs,Use focus:ring-2 which shows on click too,"<input class=""focus-visible:ring-2"">","<input class=""focus:ring-2"">",medium,https://tailwindcss.com/docs/hover-focus-and-other-states#focus-visible
31,Forms,Group form controls with fieldset,Use fieldset and legend for related inputs,Wrap related inputs in fieldset with legend,Use div without semantic grouping,"<fieldset><legend>Address</legend>","<div><h3>Address</h3>",medium,https://developer.mozilla.org/docs/Web/HTML/Element/fieldset
32,Forms,Use peer for sibling-based styling,Style elements based on sibling input state,Use peer and peer-invalid for error styling,Use JavaScript to toggle error classes,"<input class=""peer""><p class=""peer-invalid:visible"">","<input onInvalid=""showError()"">",medium,https://tailwindcss.com/docs/hover-focus-and-other-states#styling-based-on-sibling-state
33,Responsive,Design mobile-first,Tailwind uses min-width breakpoints by default,Start with mobile styles and add sm: md: lg:,Start with desktop and use max-width queries,"<div class=""text-sm md:text-base lg:text-lg"">","<div class=""text-lg md:text-base sm:text-sm"">",high,https://tailwindcss.com/docs/responsive-design
34,Responsive,Use consistent breakpoint prefixes,Apply breakpoints in ascending order,Use sm: md: lg: xl: in order,Skip breakpoints or use them inconsistently,"<div class=""w-full md:w-1/2 lg:w-1/3"">","<div class=""w-full lg:w-1/3"">",medium,https://tailwindcss.com/docs/responsive-design
35,Responsive,Test all breakpoints during development,Verify layouts at each Tailwind breakpoint,Test at 640 768 1024 1280 1536px,Only test on one screen size,"/* Test: 640px 768px 1024px 1280px */","/* Looks good on my laptop */",high,https://tailwindcss.com/docs/screens
36,Responsive,Use responsive variants for visibility,Show/hide elements at different breakpoints,Use hidden md:block for desktop-only elements,Use JavaScript to toggle visibility,"<nav class=""hidden md:flex"">","<nav id=""nav""> // JS toggle",medium,https://tailwindcss.com/docs/display#hidden
37,Buttons,Use consistent button sizing,Define a button size system with specific padding,Create size variants: sm(px-3 py-1.5) md(px-4 py-2) lg(px-6 py-3),Use different padding on each button,"<button class=""px-4 py-2"">","<button class=""px-5 py-2.5"">",medium,https://tailwindcss.com/docs/padding
38,Buttons,Apply hover and active states,Provide visual feedback for interactions,Use hover:bg-blue-700 active:bg-blue-800,Only use hover without active state,"<button class=""bg-blue-600 hover:bg-blue-700 active:bg-blue-800"">","<button class=""bg-blue-600 hover:bg-blue-700"">",medium,https://tailwindcss.com/docs/hover-focus-and-other-states
39,Buttons,Include disabled styles,Style disabled buttons clearly,Use disabled:opacity-50 disabled:cursor-not-allowed,Leave disabled buttons with default styling,"<button disabled class=""disabled:opacity-50 disabled:cursor-not-allowed"">","<button disabled>",medium,https://tailwindcss.com/docs/hover-focus-and-other-states#disabled
40,Buttons,Use inline-flex for icon buttons,Align icons and text properly in buttons,Use inline-flex items-center gap-2,Use flex which makes button block-level,"<button class=""inline-flex items-center gap-2"">","<button class=""flex items-center"">",low,https://tailwindcss.com/docs/display#inline-flex
41,Cards,Use consistent card structure,Apply same padding shadow and radius to all cards,Define card base: rounded-lg shadow-md p-6,Use different styles for similar cards,"<div class=""rounded-lg shadow-md p-6"">","<div class=""rounded shadow p-4"">",medium,https://tailwindcss.com/docs/box-shadow
42,Cards,Apply overflow-hidden for image cards,Clip images to card boundaries,Use overflow-hidden on card with rounded corners,Let images overflow rounded corners,"<div class=""rounded-lg overflow-hidden""><img>","<div class=""rounded-lg""><img class=""rounded-t-lg"">",low,https://tailwindcss.com/docs/overflow
43,Cards,Use divide utilities for card sections,Separate card sections with consistent borders,Use divide-y for vertical section separation,Add border-t manually to each section,"<div class=""divide-y""><div>Section 1</div><div>Section 2</div></div>","<div><div>Section 1</div><div class=""border-t"">",low,https://tailwindcss.com/docs/divide-width
44,Cards,Apply group for card hover effects,Use group-hover for coordinated hover animations,Use group on card and group-hover on children,Add hover effects to each element separately,"<div class=""group""><img class=""group-hover:scale-105"">","<div><img class=""hover:scale-105"">",medium,https://tailwindcss.com/docs/hover-focus-and-other-states#styling-based-on-parent-state
45,Accessibility,Use sr-only for screen reader text,Provide context for icon-only buttons,Add sr-only span with descriptive text,Leave icon buttons without labels,"<button><Icon /><span class=""sr-only"">Close</span></button>","<button><Icon /></button>",critical,https://tailwindcss.com/docs/screen-readers
46,Accessibility,Apply focus-visible states,Show focus indicators for keyboard navigation,Use focus-visible:ring-2 on interactive elements,Remove focus outlines completely,"<button class=""focus-visible:ring-2"">","<button class=""focus:outline-none"">",critical,https://tailwindcss.com/docs/outline-style
47,Accessibility,Use not-sr-only to reveal hidden text,Show screen reader text on focus for skip links,Use focus:not-sr-only for skip links,Keep skip links always hidden,"<a class=""sr-only focus:not-sr-only"">Skip to content</a>","<a class=""hidden"">Skip</a>",high,https://tailwindcss.com/docs/screen-readers
48,Accessibility,Ensure touch targets are 44x44px minimum,Make buttons and links easy to tap on mobile,Use min-h-[44px] min-w-[44px] for touch targets,Use small tap targets on mobile,"<button class=""min-h-[44px] min-w-[44px]"">","<button class=""p-1"">",high,https://web.dev/accessible-tap-targets/
49,Performance,Purge unused CSS in production,Tailwind generates only used classes in production,Configure content paths in tailwind.config.js,Include all Tailwind classes in production,"content: ['./src/**/*.{js,jsx}']","/* No content config */",critical,https://tailwindcss.com/docs/content-configuration
50,Performance,Avoid arbitrary values when possible,Arbitrary values cannot be purged as efficiently,Use scale values over arbitrary ones,Overuse arbitrary values like w-[237px],"<div class=""w-64"">","<div class=""w-[237px]"">",medium,https://tailwindcss.com/docs/adding-custom-styles#using-arbitrary-values
51,Performance,Use JIT mode for development,JIT compiles on-demand for faster builds,JIT is default in Tailwind v3+,Use classic AOT mode in development,"/* Tailwind v3+ uses JIT by default */","mode: 'aot' /* slow */",medium,https://tailwindcss.com/docs/upgrade-guide
52,Plugins,Use official plugins for common needs,Tailwind provides plugins for forms typography and aspect-ratio,Install @tailwindcss/typography for prose styles,Recreate plugin functionality manually,"require('@tailwindcss/typography')","/* Manual prose styles */",medium,https://tailwindcss.com/docs/plugins
53,Plugins,Create plugins for repeated patterns,Extract common patterns into reusable plugins,Create plugin for button variants used across app,Copy-paste the same utilities everywhere,"plugin(({ addComponents }) => { ... })","/* Repeated in every file */",medium,https://tailwindcss.com/docs/plugins#adding-components
54,Customization,Extend rather than override defaults,Use extend in config to add to default theme,Use theme.extend.colors to add colors,Override theme.colors losing all defaults,"extend: { colors: { brand: '#123' } }","colors: { brand: '#123' }",high,https://tailwindcss.com/docs/theme#extending-the-default-theme
55,Customization,Use CSS variables for dynamic theming,Enable dark mode and runtime theme switching,Define colors as CSS variables in config,Hardcode color values without variables,"colors: { primary: 'var(--color-primary)' }","colors: { primary: '#3b82f6' }",medium,https://tailwindcss.com/docs/customizing-colors#using-css-variables
