No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
39,Testing,Use semantic nodes for testing,Find elements by semantic properties for resilient tests,Use semantics-based matchers like onNodeWithText onNodeWithContentDescription,Find elements by implementation details,"composeTestRule.onNodeWithContentDescription('Favorite trader').performClick()","composeTestRule.onNode(hasTestTag('icon_button_3')).performClick() // Brittle",warning,https://developer.android.com/develop/ui/compose/testing#matchers
40,Testing,Test state and events,Verify composables respond correctly to state changes and emit events,Test that UI updates on state change and callbacks are invoked,Only test static rendering,"var clicked = false; composeTestRule.setContent { Button(onClick = { clicked = true }) { Text('Click') } }; composeTestRule.onNodeWithText('Click').performClick(); assertTrue(clicked)","// Only testing initial render",warning,https://developer.android.com/develop/ui/compose/testing#actions
41,Preview,Create multiple previews,Preview different states and configurations during development,Create previews for loading error success and different screen sizes,Only preview happy path,"@Preview @Composable fun LoadingPreview() { TraderCard(UiState.Loading) } @Preview @Composable fun SuccessPreview() { TraderCard(UiState.Success(mockTrader)) } @Preview @Composable fun ErrorPreview() { TraderCard(UiState.Error('Failed')) }","@Preview @Composable fun Preview() { TraderCard(mockData) }",warning,https://developer.android.com/develop/ui/compose/tooling/previews
42,Preview,Use PreviewParameter for data variations,PreviewParameterProvider generates multiple previews from data variations,Use PreviewParameter to preview with different data sets,Duplicate preview functions for each variation,"class TraderPreviewProvider : PreviewParameterProvider<Trader> { override val values = sequenceOf(topTrader, newTrader, inactiveTrader) } @Preview @Composable fun Preview(@PreviewParameter(TraderPreviewProvider::class) trader: Trader) { TraderCard(trader) }","@Preview @Composable fun Preview1() { TraderCard(trader1) } @Preview @Composable fun Preview2() { TraderCard(trader2) }",info,https://developer.android.com/develop/ui/compose/tooling/previews#preview-data
43,Preview,Configure preview devices and themes,Test appearance on different devices and in dark mode,Add device and uiMode parameters to previews,"@Preview(device = Devices.PIXEL_4) @Preview(device = Devices.TABLET) @Preview(uiMode = Configuration.UI_MODE_NIGHT_YES) @Composable fun Preview() { ... }","@Preview @Composable fun Preview() { ... } // Single configuration",info,https://developer.android.com/develop/ui/compose/tooling/previews#preview-multipreview
44,DI,Use Hilt for dependency injection,Hilt provides compile-time DI with good Compose integration,Use hiltViewModel() to inject ViewModels in composables,Manually create ViewModels or use service locators,"@Composable fun TraderScreen(viewModel: TraderViewModel = hiltViewModel()) { val traders by viewModel.traders.collectAsStateWithLifecycle() }","@Composable fun TraderScreen() { val viewModel = remember { TraderViewModel(Repository()) } }",warning,https://developer.android.com/training/dependency-injection/hilt-jetpack
45,DI,Scope dependencies correctly,Use appropriate scopes for dependencies based on their lifetime,Scope repositories as singletons and ViewModels to their navigation scope,Create new instances everywhere or scope everything as singleton,"@Singleton class TraderRepository @Inject constructor(); @HiltViewModel class TraderViewModel @Inject constructor(repo: TraderRepository)","// Creating new repository instance in every ViewModel",warning,https://developer.android.com/training/dependency-injection/hilt-android#component-scopes
46,Accessibility,Add content descriptions,Provide meaningful descriptions for screen readers,Add contentDescription to images and icons,Ship UI without accessibility descriptions,"Icon(Icons.Default.Star, contentDescription = 'Favorite')","Icon(Icons.Default.Star, contentDescription = null)",error,https://developer.android.com/develop/ui/compose/accessibility
47,Accessibility,Use semantic properties,Configure semantics for better accessibility support,Set appropriate semantic roles and actions,Ignore semantic configuration,"Button(onClick = action, modifier = Modifier.semantics { role = Role.Button }) { Text('Submit') }","// Custom clickable without proper semantics Modifier.clickable { action() }",warning,https://developer.android.com/develop/ui/compose/accessibility/semantics
48,Accessibility,Support large fonts,Ensure UI adapts to increased font sizes,Test with largest accessibility font sizes and handle text overflow,Use fixed text sizes or clip text at large sizes,"Text(text, maxLines = 2, overflow = TextOverflow.Ellipsis, style = MaterialTheme.typography.bodyLarge)","Text(text, fontSize = 14.sp, maxLines = 1) // Fixed size clips with large fonts",warning,https://developer.android.com/develop/ui/compose/accessibility
49,Animation,Use animate*AsState for simple animations,animate*AsState provides easy animated value changes,Use animateDpAsState animateColorAsState for simple property animations,Manually manage animation state for simple value changes,"val size by animateDpAsState(targetValue = if (expanded) 200.dp else 100.dp, animationSpec = spring())","var size by remember { mutableStateOf(100.dp) }; LaunchedEffect(expanded) { /* Manually animate */ }",info,https://developer.android.com/develop/ui/compose/animation/value-based
50,Animation,Use AnimatedVisibility for enter/exit,AnimatedVisibility provides easy show/hide animations,Use AnimatedVisibility for conditional content with animations,Manually animate alpha and size for show/hide,"AnimatedVisibility(visible = showDetails, enter = fadeIn() + expandVertically(), exit = fadeOut() + shrinkVertically()) { DetailsContent() }","if (showDetails) { DetailsContent() } // No animation",info,https://developer.android.com/develop/ui/compose/animation/composables-modifiers#animatedvisibility
51,Modularization,Structure UI in feature modules,Organize related screens and components into feature modules,Create separate modules for distinct feature areas,Put all composables in a single module,"// :feature:trader module contains TraderListScreen TraderDetailScreen TraderCard etc","// All screens in :app module",info,https://developer.android.com/topic/modularization
52,Interop,Handle View interop correctly,Use AndroidView for legacy Views in Compose and ComposeView for Compose in Views,Use AndroidView with proper update callback for View interop,Ignore View lifecycle when using AndroidView,"AndroidView(factory = { context -> MapView(context) }, update = { mapView -> mapView.setLocation(location) })","AndroidView(factory = { MapView(it).apply { setLocation(location) } }) // No updates",warning,https://developer.android.com/develop/ui/compose/migrate/interoperability-apis/views-in-compose
