No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
11,Observable,Use @Observable for modern state,@Observable macro provides simpler observation than ObservableObject,Use @Observable with @Bindable for iOS 17+ apps,Use ObservableObject for new iOS 17+ projects,"@Observable class TraderStore { var traders: [Trader] = []; func fetch() async { ... } } struct View { @Bindable var store: TraderStore }","class TraderStore: ObservableObject { @Published var traders: [Trader] = [] } // For iOS 17+",info,https://developer.apple.com/documentation/observation/observable()
12,Observable,Use @ObservedObject for injected dependencies,@ObservedObject is for ObservableObjects passed from a parent view,Use @ObservedObject when receiving an existing ObservableObject from parent,Create ObservableObject inside @ObservedObject declaration,"struct ChildView: View { @ObservedObject var store: TraderStore; var body: some View { List(store.traders) { ... } } }","struct ChildView: View { @ObservedObject var store = TraderStore() }",error,https://developer.apple.com/documentation/swiftui/observedobject
13,Observable,Use @EnvironmentObject for deep injection,@EnvironmentObject passes ObservableObjects through the environment,Use environment objects for data needed by many views at different levels,Pass objects through many view layers manually,"struct RootView: View { @StateObject var auth = AuthStore(); var body: some View { ContentView().environmentObject(auth) } } struct DeepView: View { @EnvironmentObject var auth: AuthStore }","struct A: View { var auth: AuthStore; var body: some View { B(auth: auth) } } struct B: View { var auth: AuthStore; var body: some View { C(auth: auth) } }",warning,https://developer.apple.com/documentation/swiftui/environmentobject
14,Observable,Minimize @Published property updates,Only mark properties that need observation with @Published,Use @Published only for properties that should trigger view updates,Mark all properties as @Published,"class ViewModel: ObservableObject { @Published var traders: [Trader] = []; private var cache: [String: Data] = [:] // Not published }","class ViewModel: ObservableObject { @Published var traders: [Trader] = []; @Published var cache: [String: Data] = [:] // Causes unnecessary updates }",warning,https://developer.apple.com/documentation/combine/published
15,Layout,Use HStack VStack ZStack appropriately,Choose the right stack container for your layout direction needs,Use HStack for horizontal VStack for vertical ZStack for overlapping,Force layouts with offsets instead of using appropriate stacks,"HStack { Image(systemName: 'star'); Text('Rating'); Spacer() }","ZStack { Text('Rating').offset(x: 30); Image(systemName: 'star') }",warning,https://developer.apple.com/documentation/swiftui/hstack
16,Layout,Use LazyVStack and LazyHStack for long lists,Lazy stacks only render visible content providing better performance,Use Lazy variants inside ScrollView for lists with many items,Use VStack inside ScrollView for long lists,"ScrollView { LazyVStack { ForEach(traders) { trader in TraderRow(trader: trader) } } }","ScrollView { VStack { ForEach(traders) { trader in TraderRow(trader: trader) } } }",error,https://developer.apple.com/documentation/swiftui/lazyvstack
17,Layout,Use GeometryReader sparingly,GeometryReader should be used only when you need parent dimensions,Use GeometryReader for truly responsive layouts that need measurements,Use GeometryReader for simple layouts that work with native sizing,"GeometryReader { geo in Image('background').resizable().frame(width: geo.size.width, height: geo.size.height * 0.3) }","GeometryReader { geo in Text('Hello').frame(width: 100) // Didn't need GeometryReader }",warning,https://developer.apple.com/documentation/swiftui/geometryreader
18,Layout,Use proper alignment and spacing,Set explicit alignment and spacing for consistent layouts,Specify alignment and spacing parameters for stacks,Rely on default alignment for complex layouts,"VStack(alignment: .leading, spacing: 8) { Text('Title'); Text('Subtitle') }","VStack { Text('Title'); Text('Subtitle') } // Default centered alignment",info,https://developer.apple.com/documentation/swiftui/vstack
19,Modifiers,Apply modifiers in correct order,Modifier order matters as each modifier wraps the previous result,Apply modifiers in logical order understanding their cumulative effect,Ignore modifier order assuming they are independent,"Text('Hello').padding().background(Color.blue) // Padding inside blue background","Text('Hello').background(Color.blue).padding() // Blue only behind text",warning,https://developer.apple.com/documentation/swiftui/view/padding(_:_:)
20,Modifiers,Use frame modifier appropriately,Frame sets the proposed size for a view and its alignment,Use frame with alignment parameter for positioning,Use frame when intrinsic sizing would work,"Text('Centered').frame(maxWidth: .infinity, alignment: .center)","Text('Hello').frame(width: 200, height: 50) // When content fits naturally",info,https://developer.apple.com/documentation/swiftui/view/frame(width:height:alignment:)
21,Modifiers,Create semantic modifier extensions,Extension methods make view configuration more readable and reusable,Create view extensions for common modifier combinations,Repeat the same modifier chains throughout codebase,"extension View { func cardStyle() -> some View { self.padding().background(Color.white).cornerRadius(12).shadow(radius: 4) } } someView.cardStyle()","someView.padding().background(Color.white).cornerRadius(12).shadow(radius: 4) // Repeated",warning,https://developer.apple.com/documentation/swiftui/view
22,Modifiers,Use safeAreaInset for custom chrome,safeAreaInset adds custom UI that respects safe areas like a floating button,Use safeAreaInset for persistent UI elements that shouldn't overlap content,Use ZStack overlay for elements that should affect content layout,"NavigationStack { List { ... }.safeAreaInset(edge: .bottom) { ActionBar() } }","ZStack(alignment: .bottom) { List { ... }; ActionBar() } // List content hidden behind bar",warning,https://developer.apple.com/documentation/swiftui/view/safeareainset(edge:alignment:spacing:content:)
23,Navigation,Use NavigationStack for iOS 16+,NavigationStack provides programmatic navigation with type-safe paths,Use NavigationStack with navigationDestination for modern navigation,Use deprecated NavigationView for new iOS 16+ projects,"NavigationStack { List(traders) { trader in NavigationLink(trader.name, value: trader) }.navigationDestination(for: Trader.self) { trader in TraderDetailView(trader: trader) } }","NavigationView { NavigationLink(destination: DetailView()) { Text('Go') } }",warning,https://developer.apple.com/documentation/swiftui/navigationstack
24,Navigation,Use navigation path for programmatic navigation,NavigationPath enables programmatic navigation control,Use NavigationPath for complex navigation flows with programmatic control,Hard-code navigation structure without programmatic option,"@State private var path = NavigationPath(); NavigationStack(path: $path) { ... } func goToTrader(_ id: String) { path.append(TraderId(id)) }","// No programmatic navigation possible",info,https://developer.apple.com/documentation/swiftui/navigationpath
25,Navigation,Use sheet and fullScreenCover appropriately,Present modal content with the appropriate presentation style,Use sheet for partial coverage and fullScreenCover for immersive experiences,Always use fullScreenCover when sheet would be more appropriate,"Button('Details') { showDetails = true }.sheet(isPresented: $showDetails) { DetailSheet() }","Button('Details') { showDetails = true }.fullScreenCover(isPresented: $showDetails) { DetailSheet() } // For simple form",info,https://developer.apple.com/documentation/swiftui/view/sheet(ispresented:ondismiss:content:)
26,Navigation,Handle deep links properly,Configure your app to handle incoming URLs and navigate appropriately,Implement onOpenURL to handle deep links and update navigation state,Ignore deep linking requirements,"NavigationStack(path: $path) { ... }.onOpenURL { url in if let traderId = parseTraderDeepLink(url) { path.append(TraderId(traderId)) } }","// No deep link handling",warning,https://developer.apple.com/documentation/swiftui/view/onopenurl(perform:)
27,Lists,Use List for standard list UI,List provides native platform list styling and behavior automatically,Use List for standard scrolling lists with platform-appropriate appearance,Use ScrollView with LazyVStack when List styling is needed,"List(traders) { trader in TraderRow(trader: trader) }","ScrollView { LazyVStack { ForEach(traders) { trader in TraderRow(trader: trader).listRowStyle() } } }",info,https://developer.apple.com/documentation/swiftui/list
28,Lists,Use ForEach with Identifiable data,ForEach requires identifiable data for efficient diffing,Make model types conform to Identifiable or provide id parameter,Use indices for ForEach identification,"struct Trader: Identifiable { let id: String; ... } ForEach(traders) { trader in ... }","ForEach(0..<traders.count) { i in TraderRow(trader: traders[i]) }",warning,https://developer.apple.com/documentation/swiftui/foreach
29,Lists,Implement swipe actions properly,Swipe actions provide quick access to common row operations,Add swipe actions for common operations like delete or favorite,Build custom swipe gesture handling,"List { ForEach(traders) { trader in TraderRow(trader: trader).swipeActions { Button(role: .destructive) { delete(trader) } label: { Label('Delete', systemImage: 'trash') } } } }","// Custom pan gesture for swipe actions",info,https://developer.apple.com/documentation/swiftui/view/swipeactions(edge:allowsfullswipe:content:)
30,Lists,Use searchable for list filtering,The searchable modifier adds standard search UI to lists,Use searchable modifier for filterable lists,Build custom search bar UI,"NavigationStack { List(filteredTraders) { ... }.searchable(text: $searchText, prompt: 'Search traders') }","VStack { TextField('Search', text: $searchText); List(filteredTraders) { ... } }",info,https://developer.apple.com/documentation/swiftui/view/searchable(text:placement:prompt:)-18a8f
31,Forms,Use Form for settings and input screens,Form provides platform-appropriate styling for settings and data entry,Use Form with Section for organized input screens,Build forms manually with VStack and custom styling,"Form { Section('Account') { TextField('Name', text: $name); Toggle('Notifications', isOn: $notifs) } }","VStack { Text('Account'); TextField('Name', text: $name); Toggle('Notifications', isOn: $notifs) }",info,https://developer.apple.com/documentation/swiftui/form
32,Forms,Use appropriate input controls,Choose the right control for each input type,Match input control to data type like Picker Toggle Slider,Use TextField for all input types,"Picker('Exchange', selection: $exchange) { ForEach(exchanges, id: \.self) { Text($0) } }","TextField('Exchange', text: $exchange) // When there are fixed options",warning,https://developer.apple.com/documentation/swiftui/picker
33,Forms,Implement proper validation feedback,Show validation errors clearly near the relevant fields,Display inline validation errors with clear messaging,Submit forms without validation or show generic errors,"TextField('Email', text: $email); if !isValidEmail { Text('Please enter valid email').foregroundColor(.red).font(.caption) }","// No validation feedback until submit",warning,https://developer.apple.com/documentation/swiftui/form
34,Async,Use task modifier for async operations,The task modifier manages async work tied to view lifecycle,Use task modifier for async operations that should start with the view,Call Task {} in onAppear,"List(traders).task { await loadTraders() }","List(traders).onAppear { Task { await loadTraders() } }",warning,https://developer.apple.com/documentation/swiftui/view/task(priority:_:)
35,Async,Handle loading states with phases,Use AsyncImage and custom phase handling for async content,Show loading error and success states for async operations,Show nothing or crash during async loading,"AsyncImage(url: url) { phase in switch phase { case .success(let image): image; case .failure: Image(systemName: 'exclamationmark.triangle'); case .empty: ProgressView(); @unknown default: EmptyView() } }","AsyncImage(url: url) // No loading or error handling",error,https://developer.apple.com/documentation/swiftui/asyncimage
36,Async,Cancel tasks appropriately,Tasks started with task modifier are cancelled automatically but manual tasks need handling,Let task modifier handle cancellation or implement manual cancellation for custom tasks,Start async work that continues after view disappears,"// Task modifier handles cancellation automatically Text('').task { await longRunningWork() }","// Manual Task that's never cancelled onAppear { Task { await longRunningWork() } }",warning,https://developer.apple.com/documentation/swiftui/view/task(priority:_:)
37,Animation,Use withAnimation for state changes,withAnimation wraps state changes to animate resulting view updates,Wrap state changes that should animate in withAnimation,Apply animation modifier to everything,"Button('Toggle') { withAnimation(.spring()) { isExpanded.toggle() } }","Button('Toggle') { isExpanded.toggle() }.animation(.spring(), value: isExpanded) // Animation on every change",info,https://developer.apple.com/documentation/swiftui/withanimation(_:_:)
38,Animation,Use animation modifier with value parameter,Specify which value changes should trigger animation to avoid unexpected animations,Use animation(_:value:) to scope animations to specific state changes,Use deprecated animation modifier without value,"Text(count.description).animation(.default, value: count)","Text(count.description).animation(.default) // Deprecated and unpredictable",warning,https://developer.apple.com/documentation/swiftui/view/animation(_:value:)
39,Animation,Use matchedGeometryEffect for transitions,matchedGeometryEffect creates smooth transitions between views with shared elements,Use matchedGeometryEffect for hero animations between states,Build complex animations manually for shared element transitions,"@Namespace var animation; if isExpanded { ExpandedCard().matchedGeometryEffect(id: 'card', in: animation) } else { CollapsedCard().matchedGeometryEffect(id: 'card', in: animation) }","// Manual frame animations for expand/collapse",info,https://developer.apple.com/documentation/swiftui/view/matchedgeometryeffect(id:in:properties:anchor:issource:)
40,Preview,Create multiple previews for different states,Preview different configurations to catch edge cases during development,Create previews for loading error empty and populated states,Only preview happy path state,"#Preview('Empty') { TraderList(traders: []) } #Preview('Loading') { TraderList(isLoading: true) } #Preview('Populated') { TraderList(traders: mockTraders) }","#Preview { TraderList(traders: mockTraders) } // Only one state",warning,https://developer.apple.com/documentation/swiftui/previews-in-xcode
41,Preview,Use preview data and mocks,Create mock data specifically for previews to show realistic UI,Create static preview fixtures that showcase different scenarios,Use production data fetching in previews,"#Preview { TraderCard(trader: .preview) } extension Trader { static let preview = Trader(id: '1', name: 'Top Trader', roi: 150.5) }","#Preview { TraderCard(trader: await API.fetchTrader()) }",warning,https://developer.apple.com/documentation/swiftui/previews-in-xcode
42,Preview,Preview on multiple devices,Test your UI on different device sizes and configurations,Create previews for different devices and size classes,"#Preview('iPhone SE') { ContentView().previewDevice('iPhone SE') } #Preview('iPad') { ContentView().previewDevice('iPad Pro 12.9-inch') }","#Preview { ContentView() } // Only one device",info,https://developer.apple.com/documentation/swiftui/previews-in-xcode
43,Performance,Avoid unnecessary view recalculation,Structure views to minimize recalculation when state changes,Break views into smaller pieces so only affected parts recalculate,Put all state at the top level causing full view recalculation,"struct ParentView: View { var body: some View { ExpensiveView(); CounterView() // Only counter recalculates } } struct CounterView: View { @State var count = 0 }","struct ParentView: View { @State var count = 0; var body: some View { ExpensiveView(); Text('\\(count)') // ExpensiveView recalculates too } }",warning,https://developer.apple.com/documentation/swiftui/performance
44,Performance,Use equatable views for optimization,Equatable conformance can help SwiftUI skip unnecessary view updates,Conform views to Equatable when identity comparison is cheaper than body evaluation,Implement Equatable without measuring actual performance benefit,"struct TraderRow: View, Equatable { let trader: Trader; static func == (lhs: Self, rhs: Self) -> Bool { lhs.trader.id == rhs.trader.id } }","// Implement Equatable on all views without profiling",info,https://developer.apple.com/documentation/swiftui/equatableview
45,Performance,Profile with Instruments,Use Instruments to identify SwiftUI performance issues,Profile your app to find actual bottlenecks before optimizing,Guess at performance issues without measurement,"// Use Instruments SwiftUI template to profile view updates","// Random optimization without profiling",info,https://developer.apple.com/documentation/xcode/analyzing-the-performance-of-your-shipping-app
46,Accessibility,Add accessibility labels,Provide meaningful labels for VoiceOver users,Add accessibility labels to images buttons and custom controls,"Button { submit() } label: { Image(systemName: 'paperplane') }.accessibilityLabel('Send message')","Button { submit() } label: { Image(systemName: 'paperplane') } // No label",error,https://developer.apple.com/documentation/swiftui/view/accessibilitylabel(_:)-5f0zj
47,Accessibility,Support Dynamic Type,Respect user font size preferences for better accessibility,Use built-in text styles and test with larger accessibility sizes,"Text('Title').font(.headline) // Scales with Dynamic Type","Text('Title').font(.system(size: 18)) // Fixed size ignores Dynamic Type",warning,https://developer.apple.com/documentation/swiftui/dynamictypesize
48,Accessibility,Group accessibility elements appropriately,Combine related elements into single accessibility elements when appropriate,Use accessibilityElement and accessibilityChildren for better VoiceOver experience,"HStack { Image('star'); Text('4.5 rating') }.accessibilityElement(children: .combine)","// Each element read separately",info,https://developer.apple.com/documentation/swiftui/view/accessibilityelement(children:)
49,Testing,Write ViewInspector tests,Test SwiftUI views with ViewInspector for unit testing UI,Write unit tests for view behavior and structure,Only test views manually,"func testTraderRowShowsName() throws { let view = TraderRow(trader: .mock); let text = try view.inspect().find(text: 'MockTrader'); XCTAssertNotNil(text) }","// No automated view tests",warning,https://github.com/nalexn/ViewInspector
50,Architecture,Use MVVM or similar architecture,Separate view logic from presentation using a clear architecture pattern,Keep views focused on UI and move logic to view models or services,Put all business logic directly in views,"@Observable class TraderViewModel { var traders: [Trader] = []; func fetch() async { traders = await service.getTraders() } } struct TraderList: View { @Bindable var vm: TraderViewModel }","struct TraderList: View { @State var traders: [Trader] = []; func fetch() async { /* API logic here */ } }",warning,https://developer.apple.com/documentation/swiftui/model-data
