No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL
12,Navigation,Handle deep linking properly,Configure deep linking for better user experience and marketing campaign support,Set up linking configuration with proper path patterns,Ignore deep linking requirements until launch,"const linking = { prefixes: ['myapp://'], config: { screens: { Home: '', Profile: 'user/:id' } } };","// No deep linking configured",warning,https://reactnavigation.org/docs/deep-linking
13,Navigation,Use navigation state persistence,Save and restore navigation state for better UX when app is backgrounded,Implement onStateChange and initialState for navigation container,Let navigation reset on every app restart,"<NavigationContainer onStateChange={state => saveState(state)} initialState={savedState}>","<NavigationContainer>",info,https://reactnavigation.org/docs/state-persistence
14,State,Use appropriate state management,Choose the right state management solution based on complexity and team familiarity,Use Context for simple global state and Zustand/Redux for complex state,Put all state in Redux even for simple local state,"const useTraderStore = create((set) => ({ traders: [], fetchTraders: async () => { ... } }));","const store = createStore(rootReducer); // For a simple counter",warning,https://reactnative.dev/docs/intro-react
15,State,Lift state appropriately,Place state at the lowest common ancestor that needs it to minimize re-renders,Keep state close to where it is used and lift only when necessary,Store everything in global state for convenience,"const Parent = () => { const [filter, setFilter] = useState(''); return <SearchBar value={filter} onChange={setFilter} />; };","const globalState = { searchFilter: '', userName: '', theme: '' }; // All in one place",warning,https://reactnative.dev/docs/intro-react
16,State,Use useReducer for complex state,useReducer provides predictable state updates for complex state logic with multiple sub-values,Use useReducer when state logic is complex or involves multiple related values,Use multiple useState calls for tightly related state,"const [state, dispatch] = useReducer(reducer, { count: 0, step: 1 });","const [count, setCount] = useState(0); const [step, setStep] = useState(1); const [min, setMin] = useState(0);",info,https://reactnative.dev/docs/intro-react
17,State,Avoid prop drilling,Pass data through context or state management instead of through many component layers,Use Context or state management for deeply nested data requirements,Pass props through 5+ component levels,"const ThemeContext = createContext(); const Button = () => { const theme = useContext(ThemeContext); };","<App theme={theme}><Layout theme={theme}><Page theme={theme}><Button theme={theme} /></Page></Layout></App>",warning,https://reactnative.dev/docs/intro-react
18,Lists,Use FlatList for long lists,FlatList renders items lazily providing much better performance than ScrollView for long lists,Use FlatList or SectionList for lists with more than a handful of items,Render long lists with ScrollView and map,"<FlatList data={traders} renderItem={({ item }) => <TraderCard trader={item} />} keyExtractor={item => item.id} />","<ScrollView>{traders.map(t => <TraderCard key={t.id} trader={t} />)}</ScrollView>",error,https://reactnative.dev/docs/flatlist
19,Lists,Implement getItemLayout for fixed height items,getItemLayout skips measurement of items improving scroll performance significantly,Provide getItemLayout when all items have the same height,Skip getItemLayout optimization for lists with many items,"<FlatList getItemLayout={(data, index) => ({ length: 80, offset: 80 * index, index })} />","<FlatList data={items} renderItem={renderItem} />",warning,https://reactnative.dev/docs/flatlist#getitemlayout
20,Lists,Use keyExtractor properly,Unique stable keys help React Native track items efficiently during updates,Use unique stable IDs as keys,Use array index as key for dynamic lists,"<FlatList keyExtractor={(item) => item.id.toString()} />","<FlatList keyExtractor={(item, index) => index.toString()} />",error,https://reactnative.dev/docs/flatlist#keyextractor
21,Lists,Optimize renderItem with useCallback,Memoize renderItem to prevent unnecessary re-renders of list items,Wrap renderItem in useCallback with proper dependencies,Define renderItem inline without memoization,"const renderItem = useCallback(({ item }) => <Card item={item} />, []);","<FlatList renderItem={({ item }) => <Card item={item} onPress={() => handlePress(item)} />} />",warning,https://reactnative.dev/docs/optimizing-flatlist-configuration
22,Lists,Implement pagination for large datasets,Load data in chunks to reduce memory usage and improve initial load time,Use onEndReached for infinite scroll pagination,Load entire dataset at once,"<FlatList onEndReached={loadMore} onEndReachedThreshold={0.5} ListFooterComponent={loading && <Spinner />} />","const [data] = useState(allTenThousandItems);",warning,https://reactnative.dev/docs/flatlist#onendreached
23,Performance,Use Hermes JavaScript engine,Hermes significantly improves startup time memory usage and app size,Enable Hermes in your build configuration,Use JSC when Hermes is available and suitable,"// android/app/build.gradle: hermesEnabled: true","// hermesEnabled: false",warning,https://reactnative.dev/docs/hermes
24,Performance,Avoid unnecessary re-renders,Minimize re-renders by using proper memoization and state management,Use React.memo useMemo and useCallback appropriately,Ignore re-render optimization until performance issues arise,"const MemoizedComponent = React.memo(Component); const value = useMemo(() => compute(a, b), [a, b]);","const Component = (props) => { const value = expensiveComputation(); return <View />; };",warning,https://reactnative.dev/docs/optimizing-flatlist-configuration
25,Performance,Use InteractionManager for heavy tasks,Defer expensive operations until after animations complete for smoother UX,Schedule heavy work with InteractionManager.runAfterInteractions,Run heavy computations during navigation transitions,"InteractionManager.runAfterInteractions(() => { processLargeDataset(); });","navigation.navigate('Screen'); processLargeDataset();",info,https://reactnative.dev/docs/interactionmanager
26,Performance,Profile with React DevTools,Use React DevTools Profiler to identify performance bottlenecks,Profile components to find unnecessary re-renders and slow renders,Guess at performance issues without profiling,"// Use React DevTools Profiler in development to analyze renders","// Just add React.memo everywhere hoping it helps",info,https://reactnative.dev/docs/profiling
27,Images,Use FastImage for better caching,react-native-fast-image provides aggressive image caching and better performance,Use FastImage for images that need caching and priority loading,Use Image component for frequently loaded remote images,"import FastImage from 'react-native-fast-image'; <FastImage source={{ uri: url, priority: FastImage.priority.high }} />","<Image source={{ uri: url }} />",warning,https://github.com/DylanVann/react-native-fast-image
28,Images,Resize images appropriately,Load images at the size they will be displayed to reduce memory usage,Resize images on the server or use resizeMode appropriately,Load full resolution images for small thumbnails,"<Image source={{ uri: thumbnailUrl }} style={{ width: 50, height: 50 }} resizeMode='cover' />","<Image source={{ uri: fullSizeUrl }} style={{ width: 50, height: 50 }} />",warning,https://reactnative.dev/docs/image#resizemode
29,Images,Implement placeholder images,Show placeholder or skeleton while images load for better perceived performance,Use placeholder images or skeleton loading states,Show empty space while images load,"<FastImage source={{ uri }} defaultSource={placeholder} style={styles.image} />","<Image source={{ uri }} style={styles.image} />",info,https://reactnative.dev/docs/image#defaultsource
30,Images,Cache images locally when appropriate,Cache frequently accessed images to reduce bandwidth and improve offline experience,Implement image caching strategy for your use case,Re-download images on every app launch,"FastImage.preload([{ uri: 'https://example.com/logo.png' }]);","// No caching strategy for repeated images",info,https://github.com/DylanVann/react-native-fast-image#preload
31,Forms,Use controlled components for forms,Controlled components give you full control over form state and validation,Manage input values through state,Use uncontrolled inputs with refs for complex forms,"const [email, setEmail] = useState(''); <TextInput value={email} onChangeText={setEmail} />","const inputRef = useRef(); // Access value via inputRef.current.value",warning,https://reactnative.dev/docs/textinput
32,Forms,Implement proper keyboard handling,Handle keyboard appearance to prevent it from covering inputs,Use KeyboardAvoidingView and proper keyboard types,Ignore keyboard overlap issues,"<KeyboardAvoidingView behavior={Platform.OS === 'ios' ? 'padding' : 'height'}><TextInput keyboardType='email-address' /></KeyboardAvoidingView>","<View><TextInput /></View>",error,https://reactnative.dev/docs/keyboardavoidingview
33,Forms,Add input validation,Validate user input to prevent errors and improve data quality,Implement validation with clear error messages,Submit forms without validation,"const validateEmail = (email) => /^[^\s@]+@[^\s@]+\.[^\s@]+$/.test(email); {!valid && <Text style={styles.error}>Invalid email</Text>}","<TextInput onChangeText={setEmail} /><Button onPress={submit} />",warning,https://reactnative.dev/docs/textinput
34,Forms,Use appropriate keyboard types,Set the correct keyboardType for each input to improve user experience,Match keyboardType to the expected input type,Use default keyboard for all inputs,"<TextInput keyboardType='numeric' /> <TextInput keyboardType='email-address' /> <TextInput keyboardType='phone-pad' />","<TextInput keyboardType='default' /> // For phone number input",info,https://reactnative.dev/docs/textinput#keyboardtype
35,Touch,Use Pressable for touch interactions,Pressable is the modern replacement for TouchableOpacity with more flexibility,Use Pressable with proper feedback states,Use deprecated Touchable components for new code,"<Pressable onPress={handlePress} style={({ pressed }) => [styles.btn, pressed && styles.pressed]}><Text>Press Me</Text></Pressable>","<TouchableOpacity onPress={handlePress}><Text>Press Me</Text></TouchableOpacity>",info,https://reactnative.dev/docs/pressable
36,Touch,Implement proper hit slop,Increase touch target size for small interactive elements,Add hitSlop for elements smaller than 44x44 points,Use small touch targets without hit slop,"<Pressable hitSlop={{ top: 10, bottom: 10, left: 10, right: 10 }} onPress={onPress}><Icon size={20} /></Pressable>","<Pressable onPress={onPress}><Icon size={20} /></Pressable>",warning,https://reactnative.dev/docs/pressable#hitslop
37,Touch,Provide visual feedback,Give users immediate visual feedback when they interact with elements,Show pressed states and loading indicators,Have no visual response to touch interactions,"<Pressable style={({ pressed }) => ({ opacity: pressed ? 0.7 : 1 })}><Text>Button</Text></Pressable>","<Pressable><Text>Button</Text></Pressable>",warning,https://reactnative.dev/docs/pressable
38,Touch,Handle gestures with react-native-gesture-handler,Use react-native-gesture-handler for complex gestures that perform better than PanResponder,Use gesture handler for swipes pinches and complex interactions,Use PanResponder for complex gesture recognition,"import { GestureDetector, Gesture } from 'react-native-gesture-handler'; const pan = Gesture.Pan().onUpdate(e => { ... });","const panResponder = PanResponder.create({ onMoveShouldSetPanResponder: () => true });",warning,https://docs.swmansion.com/react-native-gesture-handler/
39,Animation,Use Reanimated for performant animations,react-native-reanimated runs animations on the UI thread for 60fps performance,Use Reanimated for complex or gesture-driven animations,Use Animated API for gesture-based animations,"const progress = useSharedValue(0); const style = useAnimatedStyle(() => ({ transform: [{ translateX: progress.value }] }));","const translateX = new Animated.Value(0); Animated.timing(translateX, { toValue: 100 }).start();",warning,https://docs.swmansion.com/react-native-reanimated/
40,Animation,Use native driver when possible,Native driver runs animations on the native thread avoiding JS thread bottlenecks,Set useNativeDriver true for transform and opacity animations,Run all animations on JS thread,"Animated.timing(fadeAnim, { toValue: 1, useNativeDriver: true }).start();","Animated.timing(fadeAnim, { toValue: 1, useNativeDriver: false }).start();",warning,https://reactnative.dev/docs/animations#using-the-native-driver
41,Animation,Implement layout animations,Use LayoutAnimation for simple layout changes without manual animation code,Use LayoutAnimation for list additions removals and layout changes,Manually animate every layout change,"LayoutAnimation.configureNext(LayoutAnimation.Presets.easeInEaseOut); setItems([...items, newItem]);","setItems([...items, newItem]); // No animation",info,https://reactnative.dev/docs/layoutanimation
42,Async,Handle loading states properly,Show appropriate loading indicators while data is being fetched,Display loading state and handle errors gracefully,Show blank screen while loading,"const { data, loading, error } = useQuery(); if (loading) return <Spinner />; if (error) return <ErrorView />;","const { data } = useQuery(); return <List data={data} />;",error,https://reactnative.dev/docs/network
43,Async,Implement proper error handling,Catch and handle errors from async operations to prevent crashes,Use try-catch and display user-friendly error messages,Let async errors crash the app,"try { const data = await fetchData(); setData(data); } catch (error) { setError('Failed to load data'); }","const data = await fetchData(); setData(data);",error,https://reactnative.dev/docs/network
44,Async,Cancel pending requests on unmount,Prevent memory leaks and state updates on unmounted components,Use AbortController or cleanup functions in useEffect,Ignore cleanup of async operations,"useEffect(() => { const controller = new AbortController(); fetch(url, { signal: controller.signal }); return () => controller.abort(); }, []);","useEffect(() => { fetch(url).then(setData); }, []);",warning,https://reactnative.dev/docs/network
45,Accessibility,Add accessibility labels,Provide meaningful labels for screen readers to describe UI elements,Add accessibilityLabel to interactive and important elements,Ship without accessibility labels,"<Pressable accessibilityLabel='Submit order' accessibilityRole='button' onPress={submit}><Icon name='check' /></Pressable>","<Pressable onPress={submit}><Icon name='check' /></Pressable>",error,https://reactnative.dev/docs/accessibility
46,Accessibility,Use proper accessibility roles,Set accessibilityRole to help screen readers understand element purpose,Assign appropriate roles like button link header image,Omit accessibility roles from interactive elements,"<Pressable accessibilityRole='button'><Text>Click me</Text></Pressable>","<Pressable><Text>Click me</Text></Pressable>",warning,https://reactnative.dev/docs/accessibility#accessibilityrole
47,Accessibility,Support dynamic type sizes,Respect user font size preferences for better accessibility,Use allowFontScaling and test with different text sizes,Disable font scaling or use fixed font sizes,"<Text allowFontScaling={true} maxFontSizeMultiplier={1.5}>Scalable text</Text>","<Text allowFontScaling={false}>Fixed size text</Text>",warning,https://reactnative.dev/docs/text#allowfontscaling
48,Testing,Write unit tests for logic,Test business logic and utility functions with Jest,Write tests for complex functions and state management,Skip testing until bugs are reported,"test('formatCurrency', () => { expect(formatCurrency(1000)).toBe('$1,000.00'); });","// No tests written",warning,https://reactnative.dev/docs/testing-overview
49,Testing,Use React Native Testing Library,Test components from a user perspective focusing on behavior not implementation,Write tests that interact with components like a user would,Test implementation details and internal state,"const { getByText } = render(<Button title='Submit' />); fireEvent.press(getByText('Submit'));","const { instance } = render(<Button />); expect(instance.state.pressed).toBe(false);",warning,https://callstack.github.io/react-native-testing-library/
50,Native,Use native modules appropriately,Bridge to native code only when necessary for performance or platform features,Create native modules for CPU-intensive tasks or native-only APIs,Write native code for things achievable in JS,"// Use native module for biometric auth NativeModules.BiometricAuth.authenticate();","// Native module for simple string formatting",info,https://reactnative.dev/docs/native-modules-intro
51,Expo,Consider Expo for faster development,Expo provides a managed workflow with many built-in features and easier updates,Use Expo for projects that fit within its capabilities,Use bare React Native when Expo covers your needs,"npx create-expo-app my-app; expo install expo-camera;","npx react-native init my-app; // Then manually configure camera",info,https://docs.expo.dev/
